Var1;Var2;Var3
0.78047790258397;0.265932846154515;0.151435093372305
0.788886985174334;0.27084685066204;0.156540138292606
0.797390309063101;0.275758135768708;0.161722339731139
0.805985462542217;0.280650866666911;0.16695339189552
0.814671042028655;0.285513406524906;0.172209152945856
0.823446415228871;0.290337535581232;0.177468987608146
0.832311510335245;0.295117649345936;0.182715002242605
0.841266583654196;0.299849754789167;0.187930789387304
0.850312131193417;0.304531012204858;0.193101104273382
0.859448872356751;0.309159638121822;0.198212116145817
0.868677436597172;0.313733394802248;0.203248743126125
0.877998596418133;0.318250665091798;0.208196913697678
0.887413133384098;0.322709940909794;0.213042492570705
0.896921810320094;0.327109823137124;0.217771088111439
0.906525427318905;0.331449397918396;0.222368716550782
0.916224751026671;0.335727905620143;0.22682111815675
0.926020587214132;0.339944911568168;0.231114561910274
0.935913738107696;0.344099901206942;0.23523545210429
0.945905017840248;0.348191999407221;0.239170502181245
0.955995220209127;0.352219758949299;0.242906452840166
0.966185201410037;0.356181748076379;0.246431246835641
0.976475747163591;0.360075848565107;0.249732345113321
0.986867707380365;0.363900141631455;0.252798489169733
0.997361930316809;0.367652704144846;0.255618959869233
1.00795926184355;0.371331612568745;0.258183655453986
1.01866052517769;0.374934318574672;0.260482688264161
1.02946659758597;0.378457788295298;0.262507493249756
1.04037835555359;0.381897988605996;0.264250136621896
1.05139663207689;0.385249732495324;0.265702850489507
1.06252234004135;0.388507581136971;0.266860028274216
1.0737563273502;0.39166538519178;0.267716239789756
1.08509950413111;0.394717222907321;0.268268162025341
1.09655278063393;0.397657018824616;0.26851359892675
1.10811701886919;0.400477910532232;0.268450612156892
1.1197931483587;0.403172795550648;0.268079369772154
1.13158209921174;0.4057340418967;0.267401153411446
1.143484750002;0.40815328008016;0.266417319992969
1.15550207917222;0.410422961952747;0.26513159912565
1.16763498788665;0.412535761824291;0.26354722164961
1.17988442823478;0.414485033169248;0.261668904279193
1.19225132400707;0.416263030662947;0.259501445862392
1.20473665408114;0.417860694150514;0.257051266712043
1.21734139918041;0.419267330278612;0.254325773524207
1.23006648001157;0.420471899496165;0.251332785704045
1.2429129063471;0.421466227801108;0.248083144595248
1.25588165900247;0.422244584282974;0.244588321691289
1.26897371847966;0.422802879813139;0.24086031923066
1.28219006434918;0.423136340367806;0.236911012388433
1.2955317093969;0.423238452671778;0.232752522566597
1.30899966769369;0.423100858655478;0.228396901014367
1.32259495407935;0.422715025078129;0.223856649049612
1.33631858365729;0.422074545774021;0.219145278666492
1.35017160966701;0.421176094671031;0.214277727273947
1.36415504891659;0.420018032089241;0.209268733549275
1.37826995722987;0.418600278540734;0.204133823433878
1.39251739241749;0.416923008699938;0.198888631336817
1.40689837158197;0.414985880703568;0.193548148625568
1.42141403883948;0.412790506280014;0.188129043418961
1.43606536958096;0.410337772968338;0.182645175018856
1.45085355846293;0.407631810146859;0.177113018970566
